doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
khoi-luong-hoc-tap-va-dang-ky,data/quy-che-dao-tao-neu/khoi-luong-hoc-tap-va-dang-ky.md,Quy chế về khối lượng học tập và đăng ký học phần NEU,https://daotao.neu.edu.vn/Resources/Docs/SubDomain/daotao/NewFolder/Q%C4%90%20368_QUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%202024-news.pdf,2026-09-19,368/QD-DHKTQD-2024,public-source
thang-diem-va-danh-gia-hoc-phan,data/quy-che-dao-tao-neu/thang-diem-va-danh-gia-hoc-phan.md,Quy chế về đánh giá học phần và thang điểm đào tạo NEU,https://daotao.neu.edu.vn/Resources/Docs/SubDomain/daotao/NewFolder/Q%C4%90%20368_QUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%202024-news.pdf,2026-09-19,368/QD-DHKTQD-2024,public-source
canh-bao-hoc-tap-va-buoc-thoi-hoc,data/quy-che-dao-tao-neu/canh-bao-hoc-tap-va-buoc-thoi-hoc.md,Quy chế về cảnh báo học tập và buộc thôi học NEU,https://daotao.neu.edu.vn/Resources/Docs/SubDomain/daotao/Xulyhocvu/1155_Quyche-Daotao-Daihoc-K63%20tr%E1%BB%9F%20%C4%91i.pdf,2026-09-19,1155/QD-DHKTQD,public-source
rut-hoc-phan-va-nghi-tam-thoi,data/quy-che-dao-tao-neu/rut-hoc-phan-va-nghi-tam-thoi.md,Quy chế về rút bớt học phần và nghỉ học tạm thời NEU,https://daotao.neu.edu.vn/vi/quy-dinh-cua-truong/quy-dinh-dao-tao-dai-hoc-he-chinh-quy-theo-he-thong-tin-chi-tai-truong-dai-hoc-kinh-te-quoc-dan-2,2026-09-19,368/QD-DHKTQD-2024,public-source
xet-va-cong-nhan-tot-nghiep,data/quy-che-dao-tao-neu/xet-va-cong-nhan-tot-nghiep.md,Quy chế về điều kiện xét và công nhận tốt nghiệp NEU,https://daotao.neu.edu.vn/Resources/Docs/SubDomain/daotao/NewFolder/Q%C4%90%20368_QUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%202024-news.pdf,2026-09-19,368/QD-DHKTQD-2024,public-source
quy-dinh-chuong-trinh-tien-tien-aep,data/quy-che-dao-tao-neu/quy-dinh-chuong-trinh-tien-tien-aep.md,Quy định về đào tạo theo chương trình tiên tiến AEP NEU,https://aep.neu.edu.vn/wp-content/uploads/2022/07/Quy-dinh-ve-dao-tao-theo-chuong-trinh-tien-tien.pdf,2026-09-19,AEP-2022,public-source
trach-nhiem-co-van-va-giang-vien,data/quy-che-dao-tao-neu/trach-nhiem-co-van-va-giang-vien.md,Quy chế về trách nhiệm của Cố vấn học tập và Giảng viên NEU,https://daotao.neu.edu.vn/Resources/Docs/SubDomain/daotao/NewFolder/Q%C4%90%20368_QUY%20CH%E1%BA%BE%20%C4%90%C3%80O%20T%E1%BA%A0O%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%202024-news.pdf,2026-09-19,368/QD-DHKTQD-2024,public-source
